,0
18761,443  >  56656 [ACK] Seq=4638 Ack=866 Win=24576 Len=0 TSval=1956150014 TSecr=2016018
18762,56656  >  443 [ACK] Seq=866 Ack=4684 Win=43520 Len=0 TSval=2016065 TSecr=1956150015
18763,[TCP Keep-Alive] 58016  >  80 [ACK] Seq=2166 Ack=3507 Win=36224 Len=0 TSval=2016256 TSecr=1956140577
18764,[TCP Keep-Alive ACK] 80  >  58016 [ACK] Seq=3507 Ack=2167 Win=25600 Len=0 TSval=1956150817 TSecr=1990704
18765,[TCP Keep-Alive] 49918  >  80 [ACK] Seq=431 Ack=766 Win=30848 Len=0 TSval=2017152 TSecr=1956144167
18766,[TCP Keep-Alive ACK] 80  >  49918 [ACK] Seq=766 Ack=432 Win=24064 Len=0 TSval=1956154424 TSecr=1999303
18767,[TCP Keep-Alive] 58038  >  80 [ACK] Seq=867 Ack=1404 Win=32128 Len=0 TSval=2017344 TSecr=1956144917
18768,[TCP Keep-Alive ACK] 80  >  58038 [ACK] Seq=1404 Ack=868 Win=24576 Len=0 TSval=1956155184 TSecr=1989104
18769,443  >  52712 [ACK] Seq=9149 Ack=1079 Win=24576 Len=0 TSval=1956155857 TSecr=2017519
18770,52712  >  443 [ACK] Seq=1079 Ack=9195 Win=60672 Len=0 TSval=2017543 TSecr=1956155912
18771,[TCP Keep-Alive] 58036  >  80 [ACK] Seq=1300 Ack=2105 Win=33536 Len=0 TSval=2017728 TSecr=1956146467
18772,[TCP Keep-Alive ACK] 80  >  58036 [ACK] Seq=2105 Ack=1301 Win=25088 Len=0 TSval=1956156737 TSecr=2004983
18773,443  >  58654 [ACK] Seq=56986 Ack=950 Win=24576 Len=0 TSval=1956156877 TSecr=2017769
18774,443  >  47570 [ACK] Seq=407092 Ack=5814 Win=29696 Len=0 TSval=1956156877 TSecr=2017769
18775,[TCP Keep-Alive] 39154  >  80 [ACK] Seq=1152 Ack=1621 Win=33536 Len=0 TSval=2017792 TSecr=1956146727
18776,58654  >  443 [ACK] Seq=950 Ack=57032 Win=150784 Len=0 TSval=2017799 TSecr=1956156929
18777,47570  >  443 [ACK] Seq=5814 Ack=407138 Win=459392 Len=0 TSval=2017799 TSecr=1956156930
18778,[TCP Keep-Alive ACK] 80  >  39154 [ACK] Seq=1621 Ack=1153 Win=25056 Len=0 TSval=1956156947 TSecr=2002487
18779,"58038  >  80 [FIN, ACK] Seq=868 Ack=1404 Win=32128 Len=0 TSval=2017956 TSecr=1956155184"
18780,80  >  58038 [ACK] Seq=1404 Ack=869 Win=24576 Len=0 TSval=1956157617 TSecr=2017956
18781,"80  >  58038 [FIN, ACK] Seq=1404 Ack=869 Win=24576 Len=0 TSval=1956157672 TSecr=2017956"
18782,58038  >  80 [ACK] Seq=869 Ack=1405 Win=32128 Len=0 TSval=2017983 TSecr=1956157672
18783,443  >  47574 [ACK] Seq=4165 Ack=2770 Win=26624 Len=0 TSval=1956157857 TSecr=2018019
18784,443  >  51128 [ACK] Seq=4159 Ack=588 Win=24064 Len=0 TSval=1956157857 TSecr=2018019
18785,51128  >  443 [ACK] Seq=588 Ack=4205 Win=40704 Len=0 TSval=2018044 TSecr=1956157911
18786,47574  >  443 [ACK] Seq=2770 Ack=4211 Win=49152 Len=0 TSval=2018044 TSecr=1956157915
18787,[TCP Keep-Alive] 58016  >  80 [ACK] Seq=2166 Ack=3507 Win=36224 Len=0 TSval=2018816 TSecr=1956150817
18788,[TCP Keep-Alive ACK] 80  >  58016 [ACK] Seq=3507 Ack=2167 Win=25600 Len=0 TSval=1956161047 TSecr=1990704
18789,58072  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=2019070 TSecr=0 WS=128
18790,"443  >  58072 [SYN, ACK] Seq=0 Ack=1 Win=23924 Len=0 MSS=1420 WS=512 SACK_PERM=1 TSval=1956162187 TSecr=2019070"
18791,58072  >  443 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=2019108 TSecr=1956162187
18792,443  >  58072 [ACK] Seq=1 Ack=518 Win=24064 Len=0 TSval=1956162214 TSecr=2019108
18793,58072  >  443 [ACK] Seq=518 Ack=138 Win=30336 Len=0 TSval=2019305 TSecr=1956162909
18794,443  >  58072 [ACK] Seq=138 Ack=569 Win=24064 Len=0 TSval=1956162998 TSecr=2019305
18795,443  >  58072 [ACK] Seq=138 Ack=1127 Win=24576 Len=0 TSval=1956163005 TSecr=2019305
18796,443  >  58072 [ACK] Seq=1223 Ack=1514 Win=25088 Len=0 TSval=1956163483 TSecr=2019424
18797,"58016  >  80 [FIN, ACK] Seq=2167 Ack=3507 Win=36224 Len=0 TSval=2019456 TSecr=1956161047"
18798,80  >  58016 [ACK] Seq=3507 Ack=2168 Win=25600 Len=0 TSval=1956163617 TSecr=2019456
18799,"80  >  58016 [FIN, ACK] Seq=3507 Ack=2168 Win=25600 Len=0 TSval=1956163670 TSecr=2019456"
18800,58016  >  80 [ACK] Seq=2168 Ack=3508 Win=36224 Len=0 TSval=2019483 TSecr=1956163670
18801,443  >  58072 [ACK] Seq=2631 Ack=1514 Win=25088 Len=1408 TSval=1956163887 TSecr=2019424 [TCP segment of a reassembled PDU]
18802,58072  >  443 [ACK] Seq=1514 Ack=4039 Win=39040 Len=0 TSval=2019543 TSecr=1956163887
18803,443  >  58072 [ACK] Seq=4039 Ack=1514 Win=25088 Len=1408 TSval=1956163887 TSecr=2019424 [TCP segment of a reassembled PDU]
18804,58072  >  443 [ACK] Seq=1514 Ack=5541 Win=41856 Len=0 TSval=2019543 TSecr=1956163887
18805,443  >  57320 [ACK] Seq=4734 Ack=803 Win=24576 Len=0 TSval=1956164077 TSecr=2019570
18806,57320  >  443 [ACK] Seq=803 Ack=4780 Win=43520 Len=0 TSval=2019614 TSecr=1956164130
18807,[TCP Keep-Alive] 49918  >  80 [ACK] Seq=431 Ack=766 Win=30848 Len=0 TSval=2019712 TSecr=1956154424
18808,[TCP Keep-Alive ACK] 80  >  49918 [ACK] Seq=766 Ack=432 Win=24064 Len=0 TSval=1956164627 TSecr=1999303
18809,443  >  55658 [ACK] Seq=280706 Ack=3698 Win=27136 Len=0 TSval=1956165067 TSecr=2019820
18810,55658  >  443 [ACK] Seq=3698 Ack=280752 Win=231040 Len=0 TSval=2019854 TSecr=1956165120
18811,443  >  39682 [ACK] Seq=6898 Ack=1589 Win=25088 Len=0 TSval=1956166197 TSecr=2020071
18812,39682  >  443 [ACK] Seq=1589 Ack=6944 Win=49408 Len=0 TSval=2020124 TSecr=1956166250
18813,[TCP Keep-Alive] 58036  >  80 [ACK] Seq=1300 Ack=2105 Win=33536 Len=0 TSval=2020288 TSecr=1956156737
18814,[TCP Keep-Alive ACK] 80  >  58036 [ACK] Seq=2105 Ack=1301 Win=25088 Len=0 TSval=1956166957 TSecr=2004983
18815,443  >  44900 [ACK] Seq=4966 Ack=1113 Win=24576 Len=0 TSval=1956167076 TSecr=2020321
18816,44900  >  443 [ACK] Seq=1113 Ack=5012 Win=51968 Len=0 TSval=2020343 TSecr=1956167128
18817,[TCP Keep-Alive] 39154  >  80 [ACK] Seq=1152 Ack=1621 Win=33536 Len=0 TSval=2020352 TSecr=1956156947
18818,[TCP Keep-Alive ACK] 80  >  39154 [ACK] Seq=1621 Ack=1153 Win=25056 Len=0 TSval=1956167187 TSecr=2002487
18819,443  >  34338 [ACK] Seq=43315 Ack=1762 Win=25600 Len=0 TSval=1956168224 TSecr=2020571
18820,34338  >  443 [ACK] Seq=1762 Ack=43361 Win=135808 Len=0 TSval=2020643 TSecr=1956168275
18821,"58072  >  443 [FIN, ACK] Seq=1545 Ack=5541 Win=41856 Len=0 TSval=2020794 TSecr=1956163887"
18822,"443  >  58072 [FIN, ACK] Seq=5541 Ack=1514 Win=25088 Len=0 TSval=1956168892 TSecr=2019543"
18823,58072  >  443 [ACK] Seq=1546 Ack=5542 Win=41856 Len=0 TSval=2020817 TSecr=1956168892
18824,"[TCP Out-Of-Order] 443  >  58072 [FIN, ACK] Seq=5541 Ack=1514 Win=25088 Len=0 TSval=1956168977 TSecr=2019543"
18825,[TCP Dup ACK 101152#1] 58072  >  443 [ACK] Seq=1546 Ack=5542 Win=41856 Len=0 TSval=2020817 TSecr=1956168977 SLE=5541 SRE=5542
18826,443  >  58072 [ACK] Seq=5542 Ack=1546 Win=25088 Len=0 TSval=1956168977 TSecr=2020794
18827,443  >  46536 [ACK] Seq=9661 Ack=9332 Win=32768 Len=0 TSval=1956169078 TSecr=2020821
18828,443  >  46532 [ACK] Seq=15450 Ack=11289 Win=34816 Len=0 TSval=1956169078 TSecr=2020821
18829,443  >  49632 [ACK] Seq=1395265 Ack=3016 Win=26624 Len=0 TSval=1956169084 TSecr=2020821
18830,443  >  60970 [ACK] Seq=44656 Ack=5701 Win=29184 Len=0 TSval=1956169084 TSecr=2020821
18831,46532  >  443 [ACK] Seq=11289 Ack=15496 Win=86272 Len=0 TSval=2020845 TSecr=1956169129
18832,46536  >  443 [ACK] Seq=9332 Ack=9707 Win=85888 Len=0 TSval=2020846 TSecr=1956169130
18833,60970  >  443 [ACK] Seq=5701 Ack=44702 Win=141440 Len=0 TSval=2020847 TSecr=1956169134
18834,49632  >  443 [ACK] Seq=3016 Ack=1395311 Win=313984 Len=0 TSval=2020847 TSecr=1956169137
18835,[TCP Keep-Alive] 49918  >  80 [ACK] Seq=431 Ack=766 Win=30848 Len=0 TSval=2022272 TSecr=1956164627
18836,[TCP Keep-Alive ACK] 80  >  49918 [ACK] Seq=766 Ack=432 Win=24064 Len=0 TSval=1956175017 TSecr=1999303
18837,Standard query 0x0083 A api.libelium.com
18838,"46536  >  443 [FIN, ACK] Seq=9409 Ack=9707 Win=85888 Len=0 TSval=2022522 TSecr=1956169130"
18839,"49632  >  443 [FIN, ACK] Seq=3093 Ack=1395311 Win=313984 Len=0 TSval=2022523 TSecr=1956169137"
18840,"44900  >  443 [FIN, ACK] Seq=1190 Ack=5012 Win=51968 Len=0 TSval=2022523 TSecr=1956167128"
18841,"34338  >  443 [FIN, ACK] Seq=1839 Ack=43361 Win=135808 Len=0 TSval=2022523 TSecr=1956168275"
18842,"51128  >  443 [FIN, ACK] Seq=665 Ack=4205 Win=40704 Len=0 TSval=2022523 TSecr=1956157911"
18843,"58654  >  443 [FIN, ACK] Seq=1027 Ack=57032 Win=150784 Len=0 TSval=2022523 TSecr=1956156929"
18844,"46532  >  443 [FIN, ACK] Seq=11366 Ack=15496 Win=86272 Len=0 TSval=2022523 TSecr=1956169129"
18845,"37068  >  443 [FIN, ACK] Seq=940 Ack=5203 Win=43648 Len=0 TSval=2022524 TSecr=1956142868"
18846,"58036  >  80 [FIN, ACK] Seq=1301 Ack=2105 Win=33536 Len=0 TSval=2022524 TSecr=1956166957"
18847,"47574  >  443 [FIN, ACK] Seq=2847 Ack=4211 Win=49152 Len=0 TSval=2022524 TSecr=1956157915"
18848,"52712  >  443 [FIN, ACK] Seq=1156 Ack=9195 Win=60672 Len=0 TSval=2022524 TSecr=1956155912"
18849,"47570  >  443 [FIN, ACK] Seq=5891 Ack=407138 Win=459392 Len=0 TSval=2022525 TSecr=1956156930"
18850,"56656  >  443 [FIN, ACK] Seq=943 Ack=4684 Win=43520 Len=0 TSval=2022525 TSecr=1956150015"
18851,"49918  >  80 [FIN, ACK] Seq=432 Ack=766 Win=30848 Len=0 TSval=2022525 TSecr=1956175017"
18852,"39682  >  443 [FIN, ACK] Seq=1666 Ack=6944 Win=49408 Len=0 TSval=2022525 TSecr=1956166250"
18853,"45020  >  443 [FIN, ACK] Seq=21030 Ack=5692 Win=46464 Len=0 TSval=2022525 TSecr=1956144932"
18854,"57320  >  443 [FIN, ACK] Seq=880 Ack=4780 Win=43520 Len=0 TSval=2022525 TSecr=1956164130"
18855,"39154  >  80 [FIN, ACK] Seq=1153 Ack=1621 Win=33536 Len=0 TSval=2022525 TSecr=1956167187"
18856,443  >  47574 [ACK] Seq=4211 Ack=2816 Win=26624 Len=0 TSval=1956175867 TSecr=2022522
18857,443  >  58654 [ACK] Seq=57032 Ack=996 Win=24576 Len=0 TSval=1956175867 TSecr=2022522
18858,443  >  46532 [ACK] Seq=15496 Ack=11335 Win=34816 Len=0 TSval=1956175868 TSecr=2022522
18859,443  >  52712 [ACK] Seq=9195 Ack=1125 Win=24576 Len=0 TSval=1956175874 TSecr=2022522
18860,443  >  47570 [ACK] Seq=407138 Ack=5860 Win=29696 Len=0 TSval=1956175874 TSecr=2022522
18861,443  >  39682 [ACK] Seq=6944 Ack=1635 Win=25088 Len=0 TSval=1956175874 TSecr=2022522
18862,443  >  46536 [ACK] Seq=9707 Ack=9378 Win=33280 Len=0 TSval=1956175874 TSecr=2022522
18863,[TCP Dup ACK 101240#1] 443  >  46536 [ACK] Seq=9707 Ack=9378 Win=33280 Len=0 TSval=1956175874 TSecr=2022522
18864,443  >  46536 [ACK] Seq=9707 Ack=9410 Win=33280 Len=0 TSval=1956175874 TSecr=2022522
18865,443  >  49632 [ACK] Seq=1395311 Ack=3062 Win=26624 Len=0 TSval=1956175874 TSecr=2022522
18866,443  >  45020 [ACK] Seq=5692 Ack=20999 Win=44544 Len=0 TSval=1956175874 TSecr=2022522
18867,443  >  34338 [ACK] Seq=43361 Ack=1808 Win=25600 Len=0 TSval=1956175874 TSecr=2022522
18868,[TCP Dup ACK 101245#1] 443  >  34338 [ACK] Seq=43361 Ack=1808 Win=25600 Len=0 TSval=1956175875 TSecr=2022522
18869,443  >  34338 [ACK] Seq=43361 Ack=1840 Win=25600 Len=0 TSval=1956175875 TSecr=2022523
18870,443  >  57320 [ACK] Seq=4780 Ack=849 Win=24576 Len=0 TSval=1956175875 TSecr=2022522
18871,443  >  37068 [ACK] Seq=5203 Ack=909 Win=24576 Len=0 TSval=1956175875 TSecr=2022522
18872,[TCP Dup ACK 101235#1] 443  >  58654 [ACK] Seq=57032 Ack=996 Win=24576 Len=0 TSval=1956175875 TSecr=2022522
18873,[TCP Dup ACK 101243#1] 443  >  49632 [ACK] Seq=1395311 Ack=3062 Win=26624 Len=0 TSval=1956175875 TSecr=2022522
18874,443  >  60970 [ACK] Seq=44702 Ack=5747 Win=29184 Len=0 TSval=1956175875 TSecr=2022522
18875,[TCP Dup ACK 101236#1] 443  >  46532 [ACK] Seq=15496 Ack=11335 Win=34816 Len=0 TSval=1956175875 TSecr=2022522
18876,443  >  60970 [ACK] Seq=44702 Ack=5779 Win=29696 Len=0 TSval=1956175875 TSecr=2022522
18877,443  >  46532 [ACK] Seq=15496 Ack=11367 Win=34816 Len=0 TSval=1956175875 TSecr=2022523
18878,443  >  55658 [ACK] Seq=280752 Ack=3744 Win=27648 Len=0 TSval=1956175875 TSecr=2022522
18879,443  >  55658 [ACK] Seq=280752 Ack=3776 Win=27648 Len=0 TSval=1956175875 TSecr=2022522
18880,443  >  56656 [ACK] Seq=4684 Ack=912 Win=24576 Len=0 TSval=1956175875 TSecr=2022522
18881,80  >  58036 [ACK] Seq=2105 Ack=1302 Win=25088 Len=0 TSval=1956175875 TSecr=2022524
18882,443  >  51128 [ACK] Seq=4205 Ack=634 Win=24064 Len=0 TSval=1956175875 TSecr=2022522
18883,[TCP Dup ACK 101249#1] 443  >  37068 [ACK] Seq=5203 Ack=909 Win=24576 Len=0 TSval=1956175875 TSecr=2022522
18884,[TCP Dup ACK 101260#1] 443  >  51128 [ACK] Seq=4205 Ack=634 Win=24064 Len=0 TSval=1956175875 TSecr=2022522
18885,443  >  37068 [ACK] Seq=5203 Ack=941 Win=24576 Len=0 TSval=1956175875 TSecr=2022524
18886,443  >  44900 [ACK] Seq=5012 Ack=1159 Win=24576 Len=0 TSval=1956175875 TSecr=2022522
18887,443  >  49632 [ACK] Seq=1395311 Ack=3094 Win=26624 Len=0 TSval=1956175875 TSecr=2022523
18888,[TCP Dup ACK 101264#1] 443  >  44900 [ACK] Seq=5012 Ack=1159 Win=24576 Len=0 TSval=1956175875 TSecr=2022522
18889,[TCP Dup ACK 101237#1] 443  >  52712 [ACK] Seq=9195 Ack=1125 Win=24576 Len=0 TSval=1956175875 TSecr=2022522
18890,443  >  44900 [ACK] Seq=5012 Ack=1191 Win=25088 Len=0 TSval=1956175875 TSecr=2022523
18891,[TCP Dup ACK 101234#1] 443  >  47574 [ACK] Seq=4211 Ack=2816 Win=26624 Len=0 TSval=1956175875 TSecr=2022522
18892,443  >  58654 [ACK] Seq=57032 Ack=1028 Win=24576 Len=0 TSval=1956175875 TSecr=2022523
18893,443  >  51128 [ACK] Seq=4205 Ack=666 Win=24576 Len=0 TSval=1956175875 TSecr=2022523
18894,443  >  52712 [ACK] Seq=9195 Ack=1157 Win=24576 Len=0 TSval=1956175875 TSecr=2022524
18895,[TCP Dup ACK 101238#1] 443  >  47570 [ACK] Seq=407138 Ack=5860 Win=29696 Len=0 TSval=1956175875 TSecr=2022522
18896,[TCP Dup ACK 101258#1] 443  >  56656 [ACK] Seq=4684 Ack=912 Win=24576 Len=0 TSval=1956175875 TSecr=2022522
18897,80  >  49918 [ACK] Seq=766 Ack=433 Win=24064 Len=0 TSval=1956175875 TSecr=2022525
18898,443  >  47574 [ACK] Seq=4211 Ack=2848 Win=26624 Len=0 TSval=1956175875 TSecr=2022524
18899,[TCP Dup ACK 101239#1] 443  >  39682 [ACK] Seq=6944 Ack=1635 Win=25088 Len=0 TSval=1956175875 TSecr=2022522
18900,"443  >  37068 [FIN, ACK] Seq=5203 Ack=941 Win=24576 Len=0 TSval=1956175876 TSecr=2022524"
18901,37068  >  443 [ACK] Seq=941 Ack=5204 Win=43648 Len=0 TSval=2022531 TSecr=1956175876
18902,[TCP Dup ACK 101248#1] 443  >  57320 [ACK] Seq=4780 Ack=849 Win=24576 Len=0 TSval=1956175875 TSecr=2022522
18903,[TCP Dup ACK 101244#1] 443  >  45020 [ACK] Seq=5692 Ack=20999 Win=44544 Len=0 TSval=1956175875 TSecr=2022522
18904,80  >  39154 [ACK] Seq=1621 Ack=1154 Win=25056 Len=0 TSval=1956175882 TSecr=2022525
18905,443  >  39682 [ACK] Seq=6944 Ack=1667 Win=25088 Len=0 TSval=1956175882 TSecr=2022525
18906,443  >  45020 [ACK] Seq=5692 Ack=21031 Win=44544 Len=0 TSval=1956175882 TSecr=2022525
18907,443  >  47570 [ACK] Seq=407138 Ack=5892 Win=29696 Len=0 TSval=1956175882 TSecr=2022525
18908,443  >  56656 [ACK] Seq=4684 Ack=944 Win=24576 Len=0 TSval=1956175882 TSecr=2022525
18909,443  >  57320 [ACK] Seq=4780 Ack=881 Win=24576 Len=0 TSval=1956175882 TSecr=2022525
18910,"80  >  39154 [FIN, ACK] Seq=1621 Ack=1154 Win=25056 Len=0 TSval=1956175882 TSecr=2022525"
18911,39154  >  80 [ACK] Seq=1154 Ack=1622 Win=33536 Len=0 TSval=2022532 TSecr=1956175882
18912,"443  >  56656 [FIN, ACK] Seq=4684 Ack=944 Win=24576 Len=0 TSval=1956175883 TSecr=2022525"
18913,56656  >  443 [ACK] Seq=944 Ack=4685 Win=43520 Len=0 TSval=2022532 TSecr=1956175883
18914,"443  >  34338 [FIN, ACK] Seq=43361 Ack=1840 Win=25600 Len=0 TSval=1956175925 TSecr=2022523"
18915,34338  >  443 [ACK] Seq=1840 Ack=43362 Win=135808 Len=0 TSval=2022543 TSecr=1956175925
18916,"443  >  60970 [FIN, ACK] Seq=44702 Ack=5779 Win=29696 Len=0 TSval=1956175924 TSecr=2022522"
18917,60970  >  443 [ACK] Seq=5779 Ack=44703 Win=141440 Len=0 TSval=2022543 TSecr=1956175924
18918,"443  >  46532 [FIN, ACK] Seq=15496 Ack=11367 Win=34816 Len=0 TSval=1956175926 TSecr=2022523"
18919,46532  >  443 [ACK] Seq=11367 Ack=15497 Win=86272 Len=0 TSval=2022543 TSecr=1956175926
18920,"443  >  58654 [FIN, ACK] Seq=57032 Ack=1028 Win=24576 Len=0 TSval=1956175926 TSecr=2022523"
18921,58654  >  443 [ACK] Seq=1028 Ack=57033 Win=150784 Len=0 TSval=2022543 TSecr=1956175926
18922,"443  >  44900 [FIN, ACK] Seq=5012 Ack=1191 Win=25088 Len=0 TSval=1956175927 TSecr=2022523"
18923,44900  >  443 [ACK] Seq=1191 Ack=5013 Win=51968 Len=0 TSval=2022543 TSecr=1956175927
18924,"443  >  46536 [FIN, ACK] Seq=9707 Ack=9410 Win=33280 Len=0 TSval=1956175927 TSecr=2022522"
18925,46536  >  443 [ACK] Seq=9410 Ack=9708 Win=85888 Len=0 TSval=2022543 TSecr=1956175927
18926,"80  >  58036 [FIN, ACK] Seq=2105 Ack=1302 Win=25088 Len=0 TSval=1956175927 TSecr=2022524"
18927,58036  >  80 [ACK] Seq=1302 Ack=2106 Win=33536 Len=0 TSval=2022544 TSecr=1956175927
18928,"443  >  49632 [FIN, ACK] Seq=1395311 Ack=3094 Win=26624 Len=0 TSval=1956175927 TSecr=2022523"
18929,49632  >  443 [ACK] Seq=3094 Ack=1395312 Win=313984 Len=0 TSval=2022544 TSecr=1956175927
18930,"443  >  55658 [FIN, ACK] Seq=280752 Ack=3776 Win=27648 Len=0 TSval=1956175927 TSecr=2022522"
18931,55658  >  443 [ACK] Seq=3776 Ack=280753 Win=231040 Len=0 TSval=2022544 TSecr=1956175927
18932,"443  >  47574 [FIN, ACK] Seq=4211 Ack=2848 Win=26624 Len=0 TSval=1956175930 TSecr=2022524"
18933,47574  >  443 [ACK] Seq=2848 Ack=4212 Win=49152 Len=0 TSval=2022546 TSecr=1956175930
18934,"443  >  51128 [FIN, ACK] Seq=4205 Ack=666 Win=24576 Len=0 TSval=1956175929 TSecr=2022523"
18935,51128  >  443 [ACK] Seq=666 Ack=4206 Win=40704 Len=0 TSval=2022546 TSecr=1956175929
18936,"80  >  49918 [FIN, ACK] Seq=766 Ack=433 Win=24064 Len=0 TSval=1956175930 TSecr=2022525"
18937,49918  >  80 [ACK] Seq=433 Ack=767 Win=30848 Len=0 TSval=2022546 TSecr=1956175930
18938,"443  >  39682 [FIN, ACK] Seq=6944 Ack=1667 Win=25088 Len=0 TSval=1956175934 TSecr=2022525"
18939,39682  >  443 [ACK] Seq=1667 Ack=6945 Win=49408 Len=0 TSval=2022546 TSecr=1956175934
18940,"443  >  47570 [FIN, ACK] Seq=407138 Ack=5892 Win=29696 Len=0 TSval=1956175934 TSecr=2022525"
18941,47570  >  443 [ACK] Seq=5892 Ack=407139 Win=459392 Len=0 TSval=2022546 TSecr=1956175934
18942,"443  >  52712 [FIN, ACK] Seq=9195 Ack=1157 Win=24576 Len=0 TSval=1956175930 TSecr=2022524"
18943,52712  >  443 [ACK] Seq=1157 Ack=9196 Win=60672 Len=0 TSval=2022546 TSecr=1956175930
18944,"443  >  45020 [FIN, ACK] Seq=5692 Ack=21031 Win=44544 Len=0 TSval=1956175936 TSecr=2022525"
18945,45020  >  443 [ACK] Seq=21031 Ack=5693 Win=46464 Len=0 TSval=2022546 TSecr=1956175936
18946,"443  >  57320 [FIN, ACK] Seq=4780 Ack=881 Win=24576 Len=0 TSval=1956175935 TSecr=2022525"
18947,57320  >  443 [ACK] Seq=881 Ack=4781 Win=43520 Len=0 TSval=2022546 TSecr=1956175935
18948,Standard query 0x55e4 A detectportal.firefox.com
18949,Standard query 0x8be7 AAAA detectportal.firefox.com
18950,Standard query response 0x55e4 A detectportal.firefox.com CNAME detectportal.prod.mozaws.net CNAME detectportal.firefox.com-v2.edgesuite.net CNAME a1089.dscd.akamai.net A 23.40.101.80 A 23.40.101.8
18951,Standard query response 0x8be7 AAAA detectportal.firefox.com CNAME detectportal.prod.mozaws.net CNAME detectportal.firefox.com-v2.edgesuite.net CNAME a1089.dscd.akamai.net AAAA 2600:1415:8800::1728:6508 AAAA 2600:1415:8800::1728:6550
18952,39264  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=2023615 TSecr=0 WS=128
18953,"80  >  39264 [SYN, ACK] Seq=0 Ack=1 Win=23924 Len=0 MSS=1420 WS=32 SACK_PERM=1 TSval=1956180248 TSecr=2023615"
18954,39264  >  80 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=2023623 TSecr=1956180248
18955,80  >  39264 [ACK] Seq=1 Ack=289 Win=24192 Len=0 TSval=1956180275 TSecr=2023623
18956,39264  >  80 [ACK] Seq=289 Ack=406 Win=30336 Len=0 TSval=2023631 TSecr=1956180277
18957,Standard query 0x227d A detectportal.firefox.com
18958,Standard query 0x2860 AAAA detectportal.firefox.com
18959,Standard query response 0x227d A detectportal.firefox.com CNAME detectportal.prod.mozaws.net CNAME detectportal.firefox.com-v2.edgesuite.net CNAME a1089.dscd.akamai.net A 23.40.101.8 A 23.40.101.80
18960,Standard query response 0x2860 AAAA detectportal.firefox.com CNAME detectportal.prod.mozaws.net CNAME detectportal.firefox.com-v2.edgesuite.net CNAME a1089.dscd.akamai.net AAAA 2600:1415:8800::1728:6550 AAAA 2600:1415:8800::1728:6508
18961,80  >  39264 [ACK] Seq=406 Ack=577 Win=24480 Len=0 TSval=1956180655 TSecr=2023712
18962,39264  >  80 [ACK] Seq=577 Ack=811 Win=31360 Len=0 TSval=2023743 TSecr=1956180657
18963,Standard query 0xc1ee A tiles.services.mozilla.com
18964,Standard query 0xe7e1 AAAA tiles.services.mozilla.com
18965,Standard query response 0xc1ee No such name A tiles.services.mozilla.com SOA ns-679.awsdns-20.net
18966,Standard query response 0xe7e1 No such name AAAA tiles.services.mozilla.com SOA ns-679.awsdns-20.net
18967,Standard query 0xaf49 A tiles.services.mozilla.com
18968,Standard query 0x654c AAAA tiles.services.mozilla.com
18969,Standard query response 0xaf49 No such name A tiles.services.mozilla.com
18970,Standard query response 0x654c No such name AAAA tiles.services.mozilla.com
18971,Standard query 0x1bd7 A tiles.services.mozilla.com
18972,Standard query 0xacda AAAA tiles.services.mozilla.com
18973,Standard query response 0x1bd7 No such name A tiles.services.mozilla.com
18974,Standard query response 0xacda No such name AAAA tiles.services.mozilla.com
18975,Standard query 0xfb8e A www.mozilla.org
18976,Standard query 0xcd93 AAAA www.mozilla.org
18977,Standard query response 0xcd93 AAAA www.mozilla.org CNAME www.mozilla.org.cdn.cloudflare.net AAAA 2606:4700::6810:8ee4 AAAA 2606:4700::6810:8fe4
18978,Standard query response 0xfb8e A www.mozilla.org CNAME www.mozilla.org.cdn.cloudflare.net A 104.16.143.228 A 104.16.142.228
18979,Standard query 0x9d9f A location.services.mozilla.com
18980,Standard query 0xde9c AAAA location.services.mozilla.com
18981,Standard query response 0x9d9f A location.services.mozilla.com CNAME locprod1-elb-eu-west-1.prod.mozaws.net A 34.253.97.22 A 52.209.204.108 A 34.247.232.119
18982,Standard query response 0xde9c AAAA location.services.mozilla.com CNAME locprod1-elb-eu-west-1.prod.mozaws.net SOA ns-1260.awsdns-29.org
18983,58904  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=2024206 TSecr=0 WS=128
18984,"443  >  58904 [SYN, ACK] Seq=0 Ack=1 Win=23924 Len=0 MSS=1420 WS=512 SACK_PERM=1 TSval=1956182597 TSecr=2024206"
18985,58904  >  443 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=2024211 TSecr=1956182597
18986,443  >  58904 [ACK] Seq=1 Ack=211 Win=24064 Len=0 TSval=1956182618 TSecr=2024211
18987,Standard query 0x53a1 A safebrowsing.google.com
18988,Standard query 0xfba5 AAAA safebrowsing.google.com
18989,Standard query response 0x53a1 A safebrowsing.google.com CNAME sb.l.google.com A 216.58.199.78
18990,Standard query response 0xfba5 AAAA safebrowsing.google.com CNAME sb.l.google.com AAAA 2404:6800:4006:80a::200e
